4.873084	-6.717163	5.224792	
4.873682	-6.717163	5.224792	
4.720557	-6.717163	5.224195	
4.873682	-6.717163	5.224792	
4.873682	-6.717163	5.224792	
4.873682	-6.717163	5.224792	
4.873084	-6.870288	5.224195	
4.719958	-6.870288	5.224195	
4.873084	-6.717163	5.224792	
4.873682	-6.717163	5.224792	
4.873682	-6.716565	5.377917	
4.873682	-6.716565	5.377917	
4.873682	-6.716565	5.377917	
4.873682	-6.717163	5.224195	
4.719958	-6.870288	5.224195	
4.719958	-6.717163	5.224792	
4.873682	-6.717163	5.224792	
4.873682	-6.717163	5.224792	
4.873682	-6.717163	5.224195	
4.719958	-6.870288	5.224195	
4.719958	-6.870288	5.224195	
4.873682	-6.717163	5.377917	
4.873682	-6.716565	5.377917	
4.873682	-6.716565	5.377917	
4.873682	-6.716565	5.377917	
4.873682	-6.869690	5.377917	
4.873084	-6.869690	5.377917	
4.873084	-6.716565	5.377917	
4.720557	-6.716565	5.377319	
4.720557	-6.716565	5.377319	
4.720557	-6.717163	5.224195	
4.567431	-6.716565	5.376721	
4.566833	-6.870288	5.223596	
4.567431	-6.870288	5.224195	
4.720557	-6.717163	5.377319	
4.720557	-6.869690	5.377319	
4.873084	-6.869690	5.377917	
4.873084	-6.869092	5.531043	
4.873084	-6.869092	5.531043	
5.025610	-7.021619	5.684766	
5.178137	-7.174744	5.685364	
5.178137	-7.174744	5.685962	
5.178137	-7.174744	5.531641	
4.872485	-7.022217	5.530444	
4.872485	-7.021619	5.684766	
5.178735	-7.021020	5.991614	
5.025610	-7.172351	6.450391	
5.178137	-7.171155	6.758435	
5.791235	-6.863708	7.066480	
5.945557	-6.555664	7.525855	
6.099280	-6.400744	7.985827	
6.100476	-6.093298	8.292078	
5.949145	-5.633924	7.831506	
5.032190	-5.178137	7.215417	
5.032788	-5.024414	7.677185	
5.799011	-5.022620	7.985229	
5.799609	-4.867700	8.290283	
5.493360	-4.715173	7.829114	
5.035181	-4.565039	6.756640	
5.188904	-4.262378	6.453382	
6.261377	-4.107459	7.374524	
6.569421	-3.645093	7.987024	
6.263770	-3.948352	8.904577	
5.955725	-3.945960	8.902783	
5.498145	-3.335852	7.983435	
5.499939	-3.033789	6.912158	
5.959912	-3.036182	6.915149	
6.879260	-2.881860	7.377515	
7.339233	-2.573816	7.531238	
7.340430	-2.114441	7.377515	
6.884046	-1.505530	5.843872	
6.729126	-2.729333	8.911158	
7.494153	-1.496558	7.832703	
5.507715	-1.655066	7.368543	
4.739697	-1.504333	6.146533	
7.040759	-0.131592	5.541809	
7.656250	0.021533	5.389880	
7.808777	0.020935	5.388684	
7.504321	0.633435	5.540613	
6.741089	0.939685	5.078247	
5.822339	0.935498	4.004578	
6.281116	0.628052	4.006970	
6.893616	0.781177	4.161890	
7.047339	0.934900	4.315015	
