Info:TIM: 6625
Info: Gravity RAW data:
x	y	z	
Info:ACC: 9.496740	0.772803	2.027710	
Info:ACC: 9.496740	0.926526	1.874585	
Info:ACC: 9.497339	0.926526	2.027710	
Info:ACC: 9.496740	0.773401	2.028308	
Info:ACC: 9.802991	0.772803	2.029504	
Info:ACC: 9.956116	0.927722	2.488281	
Info:ACC: 9.803589	0.775195	2.488281	
Info:ACC: 9.802991	0.622070	2.488281	
Info:ACC: 9.801794	0.315820	2.640808	
Info:ACC: 9.647473	0.010168	2.793335	
info: :set_lcd_on:6642440:294: set lcd?
info: :set_lcd_on:6642440:297: set lcd on
info: :ILI9163C_CommInit:6642595:820: ILI9163C_CommInit ok
info: :tp_exit_sleep:6642625:185: tp_exit_sleep
info: :get_service_queue:6642625:133: get sema for service queue
info: :show_step:6642737:351: show_step 410.
Info:TIM: 6635
Info: Gravity RAW data:
x	y	z	
GDB->counter = 0
Info:ACC: 8.268152	-0.140564	3.704907	
Info:ACC: 7.196277	-0.136975	4.619470	
Info:ACC: 6.430054	-0.287109	5.383301	
Info:ACC: 6.123206	-0.590369	5.840881	
Info:ACC: 5.356982	-0.742297	6.144141	
Info:ACC: 4.590161	-1.047351	6.446802	
Info:ACC: 3.670813	-0.891833	7.363159	
Info:ACC: 3.672009	-0.888245	8.130579	
Info:ACC: 3.977063	-1.192102	8.588758	
Info:ACC: 2.903992	-1.344031	8.888428	
Info:ACC: 1.372144	-1.496558	8.884241	
Info:ACC: 0.759045	-1.802808	9.036768	
Info:ACC: 0.759045	-1.342236	9.495544	
Info:ACC: 0.148340	-1.186121	10.257581	
Info:ACC: -0.771008	-1.491174	10.255188	
Info:ACC: -0.925330	-1.646094	9.643286	
Info:ACC: -0.619080	-1.648486	9.031982	
Info:ACC: -0.159106	-1.343433	8.881848	
Info:ACC: 0.454590	-1.037183	9.035571	
Info:ACC: 0.301465	-1.342236	9.186902	
Info:ACC: -0.312231	-1.497156	8.572607	
Info:ACC: -0.464758	-1.193298	8.113831	
Info:ACC: -0.004187	-0.734522	7.809973	
Info:ACC: 0.609509	-0.734522	8.116821	
Info:ACC: 0.302661	-1.039575	8.575000	
Info:ACC: -0.004785	-1.189709	9.491956	
Info:ACC: -0.464160	-1.341040	9.797607	
GDB->counter = 1
Info:ACC: -0.159106	-1.646094	9.800598	
Info:ACC: 0.758447	-1.952942	9.803589	
Info:ACC: 1.674805	-2.870496	9.962695	
Info:ACC: 3.051135	-2.716174	10.884436	
Info:ACC: 3.511707	-2.559460	11.495740	
Info:ACC: 2.438635	-2.864514	11.186499	
Info:ACC: 2.439233	-2.560059	10.728320	
Info:ACC: 2.898608	-2.562451	10.271338	
Info:ACC: 3.512305	-2.410522	9.814356	
Info:ACC: 3.971081	-2.565442	9.661829	
Info:ACC: 4.124207	-2.412317	9.663025	
Info:ACC: 4.277331	-2.871692	9.663025	
Info:ACC: 4.428662	-2.719763	9.051123	
Info:ACC: 4.123609	-3.027808	8.896204	
Info:ACC: 4.121814	-3.181531	8.744873	
Info:ACC: 4.734314	-3.334656	8.747266	
Info:ACC: 5.192492	-3.640308	8.748462	
Info:ACC: 5.344421	-3.794031	8.595337	
Info:ACC: 5.497546	-3.642102	8.290283	
Info:ACC: 5.498743	-3.490173	7.983435	
Info:ACC: 5.346216	-3.338245	7.829114	
Info:ACC: 5.193091	-3.338245	7.830310	
Info:ACC: 5.651868	-3.644495	7.677783	
Info:ACC: 5.497546	-3.798218	7.524060	
Info:ACC: 5.344421	-3.951941	7.369739	
Info:ACC: 5.037573	-3.952539	7.215417	
Info:ACC: 4.731323	-4.106860	7.215417	
Info:TIM: 6636
Info: Gravity RAW data:
x	y	z	
GDB->counter = 0
Info:ACC: 5.954529	-4.411316	7.374524	
Info:ACC: 6.414502	-4.412512	6.915747	
Info:ACC: 6.413904	-3.953735	7.067676	
Info:ACC: 6.108252	-4.566833	7.065881	
Info:ACC: 5.647681	-4.565637	7.371533	
Info:ACC: 5.953931	-4.717566	7.679578	
Info:ACC: 6.106458	-4.716968	7.527051	
Info:ACC: 6.106458	-4.718164	7.219007	
Info:ACC: 5.646484	-4.719360	7.064685	
Info:ACC: 5.340833	-4.719360	7.064087	
Info:ACC: 5.340833	-4.719360	6.912158	
Info:ACC: 5.800208	-4.719958	6.760230	
Info:ACC: 5.953332	-4.720557	6.760230	
Info:ACC: 5.800208	-4.721155	6.452783	
Info:ACC: 5.493958	-4.722351	6.298462	
Info:ACC: 5.340833	-4.722949	6.145337	
Info:ACC: 5.493958	-4.723547	5.993408	
Info:ACC: 5.799609	-4.876672	5.994006	
Info:ACC: 5.799609	-4.876672	5.993408	
Info:ACC: 5.646484	-4.876672	5.993408	
Info:ACC: 5.492761	-5.182922	6.145935	
Info:ACC: 5.645288	-5.182324	6.146533	
Info:ACC: 5.491565	-5.335449	6.299060	
Info:ACC: 5.644092	-5.487976	6.300256	
Info:ACC: 5.950342	-5.486780	6.760230	
Info:ACC: 6.103467	-5.638709	6.913953	
Info:ACC: 6.103467	-5.485583	6.913354	
GDB->counter = 1
Info:ACC: 5.797217	-5.486182	6.759631	
Info:ACC: 5.644092	-5.486780	6.605310	
Info:ACC: 5.490967	-5.334253	6.298462	
Info:ACC: 5.338440	-5.487976	6.144739	
Info:ACC: 5.337842	-5.488574	6.145337	
Info:ACC: 5.337842	-5.487976	6.299060	
Info:ACC: 5.644092	-5.487378	6.452783	
Info:ACC: 5.643494	-5.640503	6.452185	
Info:ACC: 5.490967	-5.487378	6.452185	
Info:ACC: 5.644092	-5.640503	6.606506	
Info:ACC: 5.949145	-5.945557	7.220801	
Info:ACC: 6.407324	-6.248218	8.141345	
Info:ACC: 7.018628	-6.550879	8.908167	
Info:ACC: 7.017432	-6.549683	8.907568	
Info:ACC: 6.864905	-6.395959	9.213221	
Info:ACC: 6.712378	-6.394763	9.520666	
Info:ACC: 7.478601	-6.240442	9.829907	
Info:ACC: 7.632324	-5.932996	10.133764	
Info:ACC: 6.715369	-5.319299	10.284497	
Info:ACC: 6.718957	-4.401147	9.825720	
Info:ACC: 6.568823	-3.331067	9.517675	
Info:ACC: 5.806787	-2.567236	8.900989	
Info:ACC: 5.043555	-1.957727	7.982239	
Info:ACC: 5.354590	-0.735120	7.676587	
Info:ACC: 5.203259	-0.890039	6.911560	
Info:ACC: 6.120813	-0.740503	5.998193	
info: :set_dispaly_suspend:6644440:368: dispaly_suspendinfo: :tp_goto_sleep:6644441:175: tp_goto_sleep
Info:TIM: 6637
Info: Gravity RAW data:
x	y	z	
GDB->counter = 0
Info:ACC: 7.502527	-0.132190	4.929309	
Info:ACC: 8.115026	-0.288306	4.472925	
Info:ACC: 8.266955	-0.289502	4.318604	
Info:ACC: 7.655652	-0.136377	4.316211	
Info:ACC: 7.806983	-0.748877	4.014148	
Info:ACC: 9.643885	-0.751270	3.408826	
Info:ACC: 10.716357	-0.753662	2.643201	
Info:ACC: 9.643885	-0.602332	2.483496	
Info:ACC: 7.653857	-0.757849	1.558167	
Info:ACC: 7.347009	-0.760840	1.411023	
Info:ACC: 10.410108	-0.299670	2.496057	
Info:ACC: 12.708776	-0.294287	3.567932	
Info:ACC: 10.104456	-0.443823	4.164880	
Info:ACC: 5.968884	-0.750671	3.846069	
Info:ACC: 4.439429	0.015552	3.999793	
Info:ACC: 5.666821	0.322400	4.161292	
Info:ACC: 7.656250	-0.137573	3.706104	
Info:ACC: 7.961902	0.013757	3.549988	
Info:ACC: 6.431250	-0.139368	3.545203	
Info:ACC: 6.123206	-0.751868	3.240747	
Info:ACC: 7.192090	-1.519885	2.479309	
Info:ACC: 7.802795	-1.982849	1.253711	
Info:ACC: 7.034778	-2.601331	0.025720	
Info:ACC: 6.879858	-2.911170	-0.890039	
Info:ACC: 8.409314	-2.914160	-1.648486	
Info:ACC: 9.788037	-2.764624	-2.717969	
Info:ACC: 9.331653	-1.237561	-3.487781	
GDB->counter = 1
Info:ACC: 10.403528	-3.072070	-1.181934	
Info:ACC: 10.861707	-1.227393	-0.113647	
Info:ACC: 10.103857	-0.306250	-1.185522	
Info:ACC: 10.563830	-0.163892	-3.938184	
Info:ACC: 11.638098	0.748877	-3.782068	
Info:ACC: 11.487964	1.366760	-1.795032	
Info:ACC: 10.417285	1.066492	-1.338049	
Info:ACC: 9.955518	0.453394	-1.492969	
Info:ACC: 9.799402	-0.158508	-1.033594	
Info:ACC: 9.952527	0.455786	-0.727942	
Info:ACC: 9.496142	0.916357	-0.422290	
Info:ACC: 9.343616	0.763831	-0.423486	
Info:ACC: 8.883044	0.610706	-0.424683	
Info:ACC: 8.883044	0.763831	-0.424084	
Info:ACC: 9.037366	1.069482	-0.576611	
Info:ACC: 9.344213	1.070081	-0.422290	
Info:ACC: 9.497339	1.070081	-0.269763	
Info:ACC: 9.037366	0.916956	-0.272156	
Info:ACC: 8.731115	0.917554	-0.424084	
Info:ACC: 9.344213	1.223206	-0.421692	
Info:ACC: 10.110437	1.376331	-0.419299	
Info:ACC: 10.110437	1.070081	-0.267371	
Info:ACC: 9.650464	0.917554	-0.269763	
Info:ACC: 9.189893	0.917554	-0.269763	
Info:ACC: 9.496740	1.070679	-0.267969	
Info:ACC: 9.956714	1.070679	-0.267371	
Info:TIM: 6638
Info: Gravity RAW data:
x	y	z	
GDB->counter = 0
Info:ACC: 9.649866	0.917554	-0.268567	
Info:ACC: 9.496740	0.917554	-0.269165	
Info:ACC: 9.649866	1.070679	-0.268567	
Info:ACC: 9.803589	1.070679	-0.114844	
Info:ACC: 9.650464	1.071277	-0.116040	
Info:ACC: 9.344213	0.918152	0.036487	
Info:ACC: 9.190491	0.918750	0.035889	
Info:ACC: 9.344213	0.918750	0.037085	
Info:ACC: 9.650464	0.918750	0.037683	
Info:ACC: 9.650464	0.918750	-0.116040	
Info:ACC: 9.497339	0.918152	0.036487	
Info:ACC: 9.343616	0.918750	0.037085	
Info:ACC: 9.650464	0.918750	0.037683	
Info:ACC: 9.650464	0.918750	0.190808	
Info:ACC: 9.497339	0.766223	0.190210	
Info:ACC: 9.497339	0.919348	0.037085	
Info:ACC: 9.497339	0.918750	0.190808	
Info:ACC: 9.650464	0.918750	0.190808	
Info:ACC: 9.650464	0.919348	0.190808	
Info:ACC: 9.497339	0.766223	0.190210	
Info:ACC: 9.496740	0.766223	0.037085	
Info:ACC: 9.496740	0.765625	0.190808	
Info:ACC: 9.650464	0.919348	0.191406	
Info:ACC: 9.650464	0.919348	0.190808	
Info:ACC: 9.649866	0.766223	0.190210	
Info:ACC: 9.496740	0.766223	0.190210	
Info:ACC: 9.649866	0.766223	0.190808	
GDB->counter = 1
Info:ACC: 9.649866	0.766223	0.190808	
Info:ACC: 9.649866	0.766223	0.190210	
Info:ACC: 9.496740	0.766223	0.190210	
Info:ACC: 9.649866	0.765625	0.190808	
Info:ACC: 9.649866	0.766223	0.190210	
Info:ACC: 9.496740	0.766223	0.190210	
Info:ACC: 9.496142	0.612500	0.037683	
Info:ACC: 9.649267	0.613098	0.190808	
Info:ACC: 9.649267	0.766223	0.190808	
Info:ACC: 9.496740	0.613098	0.190210	
Info:ACC: 9.496142	0.613098	0.190210	
Info:ACC: 9.496142	0.766223	0.190210	
Info:ACC: 9.649866	0.766223	0.190808	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.190210	
Info:ACC: 9.496740	0.766223	0.190210	
Info:ACC: 9.496740	0.766223	0.190808	
Info:ACC: 9.649866	0.766223	0.191406	
Info:ACC: 9.649866	0.766223	0.190808	
Info:ACC: 9.496142	0.613098	0.190210	
Info:ACC: 9.496740	0.766223	0.190808	
Info:ACC: 9.802991	0.766223	0.344531	
Info:ACC: 9.802991	0.766821	0.344531	
Info:ACC: 9.649866	0.766821	0.190808	
Info:ACC: 9.496740	0.766223	0.343335	
Info:ACC: 9.496142	0.766821	0.343335	
Info:TIM: 6639
Info: Gravity RAW data:
x	y	z	
GDB->counter = 0
Info:ACC: 9.496740	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.496740	0.766821	0.343335	
Info:ACC: 9.496740	0.766223	0.190210	
Info:ACC: 9.496740	0.766223	0.343933	
Info:ACC: 9.649866	0.766223	0.190808	
Info:ACC: 9.649866	0.766223	0.190808	
Info:ACC: 9.649866	0.766223	0.190808	
Info:ACC: 9.649866	0.766223	0.343335	
Info:ACC: 9.496740	0.766821	0.343335	
Info:ACC: 9.496740	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.496740	0.766821	0.190210	
Info:ACC: 9.649866	0.766223	0.190808	
Info:ACC: 9.649866	0.766223	0.344531	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.649866	0.766223	0.190808	
Info:ACC: 9.649866	0.766223	0.190808	
Info:ACC: 9.649866	0.766223	0.343933	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.190808	
Info:ACC: 9.496740	0.919348	0.190210	
Info:ACC: 9.496740	0.766223	0.343335	
GDB->counter = 1
Info:ACC: 9.496740	0.766821	0.343335	
Info:ACC: 9.496740	0.766223	0.190210	
Info:ACC: 9.496740	0.766223	0.190210	
Info:ACC: 9.496740	0.766223	0.190210	
Info:ACC: 9.496740	0.919348	0.343335	
Info:ACC: 9.497937	0.919946	0.190210	
Info:ACC: 9.344213	0.919348	0.189612	
Info:ACC: 9.343616	0.766223	0.189612	
Info:ACC: 9.496740	0.766223	0.190210	
Info:ACC: 9.649866	0.766223	0.190808	
Info:ACC: 9.649267	0.613098	0.190808	
Info:ACC: 9.649267	0.613098	0.190210	
Info:ACC: 9.649267	0.613098	0.190808	
Info:ACC: 9.649267	0.613098	0.191406	
Info:ACC: 9.802393	0.613696	0.344531	
Info:ACC: 9.802393	0.614294	0.344531	
Info:ACC: 9.649267	0.613696	0.343933	
Info:ACC: 9.649267	0.613696	0.343933	
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.496142	0.613696	0.343335	
Info:ACC: 9.343018	0.613696	0.190210	
Info:ACC: 9.496740	0.766821	0.343933	
Info:ACC: 9.650464	0.919946	0.343933	
Info:ACC: 9.650464	0.919946	0.343933	
Info:ACC: 9.650464	0.766821	0.497058	
Info:TIM: 6640
Info: Gravity RAW data:
x	y	z	
GDB->counter = 0
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496740	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.344531	
Info:ACC: 9.649866	0.613696	0.343933	
Info:ACC: 9.649267	0.613696	0.343933	
Info:ACC: 9.649267	0.613696	0.497058	
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.649267	0.614294	0.496460	
Info:ACC: 9.496142	0.614294	0.649585	
Info:ACC: 9.496142	0.614893	0.496460	
Info:ACC: 9.496142	0.461169	0.649585	
Info:ACC: 9.495544	0.614893	0.649585	
Info:ACC: 9.496142	0.614893	0.649585	
Info:ACC: 9.496142	0.614893	0.649585	
Info:ACC: 9.496142	0.614893	0.649585	
Info:ACC: 9.496142	0.614893	0.650183	
Info:ACC: 9.649267	0.614893	0.650183	
Info:ACC: 9.649267	0.614294	0.496460	
Info:ACC: 9.496142	0.614893	0.649585	
Info:ACC: 9.496142	0.614294	0.496460	
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.496142	0.614294	0.496460	
GDB->counter = 1
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.802393	0.614294	0.497656	
Info:ACC: 9.802393	0.614294	0.497656	
Info:ACC: 9.802393	0.614294	0.497058	
Info:ACC: 9.649267	0.614294	0.497058	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496740	0.614294	0.496460	
Info:ACC: 9.496142	0.767419	0.496460	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496142	0.767419	0.497058	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.649267	0.613696	0.497058	
Info:ACC: 9.649267	0.614294	0.343933	
Info:ACC: 9.649267	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.649866	0.766821	0.497058	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.649866	0.767419	0.496460	
Info:ACC: 9.496142	0.614294	0.496460	
Info:ACC: 9.496740	0.767419	0.497058	
Info:ACC: 9.649866	0.767419	0.497058	
Info:TIM: 6641
Info: Gravity RAW data:
x	y	z	
GDB->counter = 0
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496740	0.767419	0.497058	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.649866	0.767419	0.343335	
Info:ACC: 9.496740	0.766821	0.343335	
Info:ACC: 9.496740	0.766821	0.343335	
Info:ACC: 9.649866	0.766821	0.343933	
Info:ACC: 9.649267	0.613696	0.343933	
Info:ACC: 9.649267	0.613696	0.343933	
Info:ACC: 9.649866	0.613696	0.343933	
Info:ACC: 9.649866	0.766821	0.497058	
Info:ACC: 9.649866	0.920544	0.497058	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.650464	0.920544	0.497058	
Info:ACC: 9.497339	0.767419	0.496460	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.343616	0.768018	0.648987	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.497339	0.920544	0.497058	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.649866	0.614294	0.496460	
Info:ACC: 9.496740	0.767419	0.497058	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.802991	0.767419	0.497656	
GDB->counter = 1
Info:ACC: 9.649866	0.768018	0.650183	
Info:ACC: 9.649866	0.767419	0.650183	
Info:ACC: 9.649866	0.768018	0.650183	
Info:ACC: 9.649866	0.768018	0.650183	
Info:ACC: 9.649866	0.768018	0.497058	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.649866	0.768018	0.650183	
Info:ACC: 9.649866	0.768018	0.649585	
Info:ACC: 9.496740	0.768018	0.649585	
Info:ACC: 9.496740	0.768018	0.649585	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.496740	0.768018	0.649585	
Info:ACC: 9.496740	0.768018	0.496460	
Info:ACC: 9.496740	0.614294	0.496460	
Info:ACC: 9.496142	0.614294	0.496460	
Info:ACC: 9.496740	0.767419	0.496460	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.649866	0.767419	0.497058	
Info:ACC: 9.649866	0.767419	0.496460	
Info:ACC: 9.496740	0.920544	0.497058	
Info:ACC: 9.650464	1.073669	0.497058	
Info:ACC: 9.651062	1.073669	0.497058	
Info:ACC: 9.651062	0.920544	0.497058	
Info:TIM: 6642
Info: Gravity RAW data:
x	y	z	
GDB->counter = 0
Info:ACC: 9.496740	0.767419	0.343335	
Info:ACC: 9.496142	0.613696	0.496460	
Info:ACC: 9.495544	0.461169	0.343335	
Info:ACC: 9.495544	0.460571	0.343335	
Info:ACC: 9.495544	0.461169	0.496460	
Info:ACC: 9.495544	0.461169	0.496460	
Info:ACC: 9.495544	0.614893	0.650183	
Info:ACC: 9.649267	0.768018	0.803906	
Info:ACC: 9.802991	0.768616	0.956433	
Info:ACC: 9.649866	0.769214	0.803308	
Info:ACC: 9.649866	0.768616	0.955835	
Info:ACC: 9.496740	0.922339	0.803308	
Info:ACC: 9.650464	0.921741	0.650183	
Info:ACC: 9.649866	0.768018	0.650183	
Info:ACC: 9.649866	0.614893	0.650183	
Info:ACC: 9.496142	0.614893	0.496460	
Info:ACC: 9.496142	0.614294	0.496460	
Info:ACC: 9.496142	0.614893	0.649585	
Info:ACC: 9.496142	0.614893	0.649585	
Info:ACC: 9.649267	0.768018	0.650183	
Info:ACC: 9.649866	0.768616	0.803308	
Info:ACC: 9.649866	0.768616	0.803308	
Info:ACC: 9.496142	0.615491	0.802710	
Info:ACC: 9.496142	0.615491	0.802710	
Info:ACC: 9.496740	0.768616	0.803308	
Info:ACC: 9.650464	0.921741	0.803308	
Info:ACC: 9.650464	0.921741	0.956433	
GDB->counter = 1
Info:ACC: 9.496740	0.615491	0.802112	
Info:ACC: 9.343018	0.462366	0.801514	
Info:ACC: 9.189295	0.462366	0.800916	
Info:ACC: 8.883044	0.309241	0.800317	
Info:ACC: 8.881848	0.156116	0.646594	
Info:ACC: 8.728125	-0.150732	0.645996	
Info:ACC: 8.726929	-0.304456	0.339148	
Info:ACC: 8.726331	-0.458179	0.187219	
Info:ACC: 9.031982	-0.613098	-0.270361	
Info:ACC: 9.490161	-0.921143	-0.729138	
Info:ACC: 9.488965	-1.075464	-1.036584	
Info:ACC: 9.030787	-0.464160	-1.190308	
Info:ACC: 9.032580	-0.617285	-1.037781	
Info:ACC: 8.570215	-1.227991	-0.580798	
Info:ACC: 7.957117	-0.921143	-0.582593	
Info:ACC: 7.652661	-0.614294	-0.276941	
Info:ACC: 7.653259	-0.768018	-0.737512	
Info:ACC: 7.651465	-1.378723	0.796130	
Info:ACC: 7.956519	-1.067090	1.103577	
Info:ACC: 8.420080	0.002991	0.491675	
Info:ACC: 8.269348	0.459973	0.032898	
Info:ACC: 8.579187	1.378125	-0.119629	
Info:ACC: 8.734705	1.988831	-0.730933	
Info:ACC: 9.194677	1.832715	-1.800415	
Info:ACC: 9.654651	2.442224	-1.186719	
Info:ACC: 9.963892	2.910571	1.570728	
info: :set_lcd_on:6650440:294: set lcd?
info: :set_lcd_on:6650440:297: set lcd on
info: :ILI9163C_CommInit:6650595:820: ILI9163C_CommInit ok
info: :tp_exit_sleep:6650625:185: tp_exit_sleep
info: :get_service_queue:6650625:133: get sema for service queue
info: :show_step:6650737:351: show_step 410.
Info:TIM: 6643
Info: Gravity RAW data:
x	y	z	
GDB->counter = 0
Info:ACC: 9.963293	2.154517	2.793335	
Info:ACC: 9.193481	1.233972	2.179040	
Info:ACC: 9.039160	1.079053	1.719067	
Info:ACC: 8.732312	1.080847	3.095996	
Info:ACC: 8.272339	0.779382	4.166675	
Info:ACC: 8.272339	0.938489	5.237353	
Info:ACC: 7.966687	1.092212	5.697327	
Info:ACC: 8.119214	0.788355	6.461755	
Info:ACC: 8.423071	-0.431262	7.536621	
Info:ACC: 8.265162	-0.889441	7.534827	
Info:ACC: 8.113233	-0.582593	7.839880	
Info:ACC: 7.960107	-0.734522	8.301648	
Info:ACC: 8.725134	-0.883459	9.526648	
Info:ACC: 8.262769	-2.107263	8.911158	
Info:ACC: 7.494153	-2.265173	7.685559	
Info:ACC: 7.800403	-2.420691	7.533630	
Info:ACC: 7.952332	-2.878870	8.145533	
Info:ACC: 7.491162	-3.335254	8.756836	
Info:ACC: 7.488172	-4.254004	8.143738	
Info:ACC: 7.025208	-4.870093	7.375720	
Info:ACC: 6.717761	-5.177539	7.222595	
Info:ACC: 6.716565	-5.331861	7.068872	
Info:ACC: 6.257190	-5.331861	7.066480	
Info:ACC: 5.797815	-5.485583	6.759631	
Info:ACC: 5.643494	-5.792432	6.911560	
Info:ACC: 5.641101	-6.403735	7.218408	
Info:ACC: 5.946753	-6.249414	7.526453	
GDB->counter = 1
Info:ACC: 5.489770	-5.483191	7.063489	
Info:ACC: 5.339038	-5.026807	6.452783	
Info:ACC: 5.952136	-5.179932	7.067078	
Info:ACC: 6.564038	-5.484985	6.916345	
Info:ACC: 6.408521	-5.792432	6.760828	
Info:ACC: 5.949145	-5.793030	6.606506	
Info:ACC: 5.643494	-5.639905	6.452185	
Info:ACC: 5.489770	-5.794226	5.992810	
Info:ACC: 5.489770	-5.795423	6.145337	
Info:ACC: 5.336646	-5.641101	6.605310	
Info:ACC: 5.490967	-5.333056	6.758435	
Info:ACC: 5.339038	-5.180530	6.146533	
Info:ACC: 5.797815	-5.336047	5.994605	
Info:ACC: 6.104663	-5.182324	6.301453	
Info:ACC: 6.104663	-5.028601	6.300256	
Info:ACC: 5.798413	-5.181726	6.147131	
Info:ACC: 5.798413	-5.182324	6.147131	
Info:ACC: 5.951538	-5.182922	5.994605	
Info:ACC: 5.951538	-5.183520	5.841479	
Info:ACC: 5.951538	-5.182922	5.994006	
Info:ACC: 5.798413	-5.029199	6.300256	
Info:ACC: 5.799011	-5.029199	6.147131	
Info:ACC: 5.799011	-5.029199	6.147729	
Info:ACC: 5.799011	-5.029199	5.994006	
Info:ACC: 5.798413	-5.182922	5.994605	
Info:ACC: 5.951538	-5.029199	6.147729	
Info:ACC: 5.799011	-5.182324	6.147131	
