4.599998	1014.000000	113.099998
0.700001	1029.599976	109.199997
4.599998	1014.000000	136.500000
2.400002	1014.000000	109.199997
8.500000	1014.000000	120.900002
8.500000	1014.000000	117.000000
4.599998	1014.000000	120.900002
4.599998	1021.799988	128.699997
4.599998	1010.099976	109.199997
2.400002	1014.000000	113.099998
8.500000	1010.099976	113.099998
0.700001	1014.000000	117.000000
4.599998	1017.900024	120.900002
0.700001	1017.900024	120.900002
2.400002	1014.000000	124.800003
8.500000	1014.000000	120.900002
4.599998	1010.099976	117.000000
4.599998	1006.200012	113.099998
4.599998	1014.000000	113.099998
8.500000	1014.000000	124.800003
4.599998	1014.000000	113.099998
2.400002	1017.900024	101.400002
8.500000	1010.099976	117.000000
8.500000	1017.900024	120.900002
6.799999	1010.099976	136.500000
8.500000	1014.000000	120.900002
8.500000	1014.000000	120.900002
4.599998	1017.900024	124.800003
2.400002	1014.000000	124.800003
4.599998	1014.000000	120.900002
0.700001	1014.000000	120.900002
8.500000	1010.099976	124.800003
8.500000	1014.000000	120.900002
8.500000	1014.000000	117.000000
4.599998	1017.900024	128.699997
8.500000	1010.099976	113.099998
0.700001	1010.099976	120.900002
8.500000	1014.000000	117.000000
8.500000	1010.099976	101.400002
4.599998	1017.900024	117.000000
2.400002	1010.099976	117.000000
8.500000	1010.099976	97.500000
8.500000	1014.000000	117.000000
8.500000	1014.000000	113.099998
0.700001	1014.000000	117.000000
8.500000	1010.099976	113.099998
8.500000	1014.000000	124.800003
4.599998	1014.000000	113.099998
4.599998	1014.000000	117.000000
8.500000	1014.000000	117.000000
4.599998	1014.000000	124.800003
4.599998	1010.099976	124.800003
8.500000	1014.000000	124.800003
2.400002	1002.299988	136.500000
0.700001	1014.000000	124.800003
8.500000	1010.099976	117.000000
4.599998	1021.799988	124.800003
8.500000	1010.099976	109.199997
4.599998	1014.000000	120.900002
8.500000	1017.900024	120.900002
0.700001	1021.799988	120.900002
4.599998	1014.000000	117.000000
8.500000	1017.900024	124.800003
8.500000	1014.000000	113.099998
4.599998	1014.000000	117.000000
0.700001	1021.799988	117.000000
0.700001	1010.099976	120.900002
8.500000	1014.000000	120.900002
8.500000	1014.000000	113.099998
8.500000	1006.200012	117.000000
8.500000	1010.099976	117.000000
6.799999	1025.699951	124.800003
8.500000	1014.000000	124.800003
0.700001	1010.099976	120.900002
8.500000	1017.900024	120.900002
8.500000	1010.099976	105.300003
0.700001	1014.000000	113.099998
0.700001	1017.900024	120.900002
4.599998	1010.099976	113.099998
8.500000	1017.900024	101.400002
8.500000	1006.200012	120.900002
0.700001	1014.000000	124.800003
8.500000	1014.000000	120.900002
8.500000	1014.000000	117.000000
4.599998	1017.900024	120.900002
4.599998	1014.000000	117.000000
2.400002	1017.900024	128.699997
2.400002	1017.900024	120.900002
4.599998	1014.000000	117.000000
4.599998	1025.699951	105.300003
0.700001	1014.000000	124.800003
8.500000	1014.000000	117.000000
4.099998	1017.900024	124.800003
2.400002	1014.000000	117.000000
8.500000	1010.099976	120.900002
8.500000	1014.000000	120.900002
2.400002	1014.000000	124.800003
8.500000	1014.000000	120.900002
0.700001	1021.799988	117.000000
8.500000	1021.799988	120.900002
8.500000	1010.099976	117.000000
8.500000	1021.799988	120.900002
8.500000	1014.000000	124.800003
4.599998	1014.000000	113.099998
4.599998	1010.099976	97.500000
8.500000	1010.099976	120.900002
8.500000	1014.000000	120.900002
4.599998	1021.799988	120.900002
0.700001	1014.000000	120.900002
4.599998	1010.099976	117.000000
8.500000	1006.200012	117.000000
0.700001	1021.799988	117.000000
4.599998	1014.000000	120.900002
6.799999	1010.099976	120.900002
8.500000	1014.000000	117.000000
4.599998	1010.099976	117.000000
8.500000	1029.599976	117.000000
2.400002	1017.900024	109.199997
8.500000	1010.099976	120.900002
8.500000	1014.000000	120.900002
6.799999	1017.900024	124.800003
0.700001	1017.900024	120.900002
4.599998	1010.099976	113.099998
4.599998	1021.799988	117.000000
8.500000	1014.000000	120.900002
0.700001	1025.699951	120.900002
2.400002	1014.000000	117.000000
8.500000	1010.099976	120.900002
4.599998	1014.000000	124.800003
4.599998	1017.900024	124.800003
8.500000	1017.900024	113.099998
2.900002	1021.799988	120.900002
6.300003	1010.099976	117.000000
4.599998	1014.000000	117.000000
4.599998	1021.799988	128.699997
8.500000	1010.099976	117.000000
4.599998	1014.000000	120.900002
0.700001	1025.699951	109.199997
4.599998	1017.900024	113.099998
4.599998	1014.000000	117.000000
0.700001	1010.099976	136.500000
8.500000	1010.099976	120.900002
4.599998	1010.099976	117.000000
4.599998	1029.599976	124.800003
0.700001	1017.900024	124.800003
4.599998	1014.000000	117.000000
4.599998	1014.000000	109.199997
8.500000	1010.099976	120.900002
