151	-246	-378
152	-243	-377
152	-243	-377
149	-244	-376
149	-244	-376
149	-244	-376
150	-246	-375
150	-246	-375
150	-246	-375
151	-246	-376
151	-246	-376
151	-246	-376
151	-243	-379
151	-243	-379
151	-243	-379
150	-241	-378
150	-241	-378
150	-241	-378
152	-245	-378
152	-245	-378
152	-245	-378
150	-244	-375
150	-244	-375
151	-243	-375
151	-243	-375
151	-243	-375
152	-243	-376
152	-243	-376
152	-243	-376
152	-244	-378
152	-244	-378
152	-244	-378
150	-244	-377
150	-244	-377
150	-244	-377
150	-245	-377
150	-245	-377
149	-245	-377
149	-245	-377
149	-245	-377
150	-243	-372
150	-243	-372
150	-245	-372
150	-245	-372
152	-242	-376
152	-242	-376
152	-242	-376
151	-246	-378
151	-246	-378
151	-243	-376
151	-243	-376
151	-243	-376
152	-245	-378
152	-245	-378
152	-245	-373
152	-245	-373
152	-245	-373
153	-244	-380
153	-244	-380
146	-247	-375
146	-247	-375
146	-247	-375
151	-246	-378
151	-246	-378
151	-244	-377
151	-244	-377
151	-244	-377
150	-244	-378
150	-244	-378
152	-245	-375
152	-245	-375
152	-245	-375
149	-245	-377
149	-245	-377
151	-243	-375
151	-243	-375
151	-243	-375
150	-245	-377
150	-245	-377
150	-243	-375
150	-243	-375
150	-243	-375
149	-246	-377
149	-246	-377
148	-246	-376
148	-246	-376
148	-246	-376
151	-244	-377
151	-244	-377
151	-245	-377
151	-245	-377
151	-245	-377
150	-243	-378
150	-243	-378
149	-242	-378
149	-242	-378
149	-247	-375
149	-247	-375
149	-247	-375
150	-244	-378
150	-244	-378
150	-244	-377
150	-244	-377
150	-244	-377
153	-245	-376
153	-245	-376
149	-244	-374
149	-244	-374
149	-244	-374
149	-245	-375
149	-245	-375
151	-243	-377
151	-243	-377
151	-243	-377
153	-243	-374
153	-243	-374
151	-243	-376
151	-243	-376
151	-243	-376
148	-246	-379
148	-246	-379
150	-245	-379
150	-245	-379
150	-245	-379
155	-245	-375
155	-245	-375
153	-241	-378
153	-241	-378
153	-241	-378
155	-243	-375
155	-243	-375
153	-243	-376
153	-243	-376
153	-243	-376
152	-241	-376
152	-241	-376
149	-244	-380
149	-244	-380
149	-244	-380
150	-248	-375
150	-248	-375
146	-248	-376
146	-248	-376
145	-246	-370
145	-246	-370
145	-246	-370
145	-246	-374
145	-246	-374
145	-248	-373
145	-248	-373
145	-248	-373
146	-249	-374
146	-249	-374
145	-249	-374
145	-249	-374
145	-249	-374
144	-248	-374
144	-248	-374
140	-249	-375
140	-249	-375
140	-249	-375
126	-256	-378
126	-256	-378
108	-263	-376
108	-263	-376
108	-263	-376
95	-265	-378
95	-265	-378
79	-273	-372
79	-273	-372
79	-273	-372
60	-274	-377
60	-274	-377
46	-277	-377
46	-277	-377
46	-277	-377
31	-278	-379
31	-278	-379
18	-281	-378
18	-281	-378
18	-281	-378
6	-282	-378
6	-282	-378
	-280	-375
	-280	-375
	-280	-375
8	-281	-381
8	-281	-381
4	-282	-377
4	-282	-377
4	-282	-377
8	-284	-376
8	-284	-376
8	-279	-379
8	-279	-379
1	-275	-376
1	-275	-376
1	-275	-376
6	-274	-378
6	-274	-378
09	-273	-379
09	-273	-379
09	-273	-379
11	-272	-378
11	-272	-378
14	-271	-378
14	-271	-378
14	-271	-378
17	-270	-381
17	-270	-381
24	-270	-380
24	-270	-380
24	-270	-380
34	-266	-382
34	-266	-382
46	-262	-382
46	-262	-382
46	-262	-382
54	-260	-383
54	-260	-383
75	-250	-383
75	-250	-383
75	-250	-383
95	-242	-382
95	-242	-382
04	-236	-381
04	-236	-381
04	-236	-381
19	-225	-383
19	-225	-383
30	-221	-383
30	-221	-383
30	-221	-383
33	-221	-387
33	-221	-387
33	-214	-382
33	-214	-382
33	-214	-382
43	-212	-383
43	-212	-383
43	-209	-383
43	-209	-383
43	-209	-383
49	-207	-383
49	-207	-383
63	-193	-384
63	-193	-384
73	-186	-378
73	-186	-378
73	-186	-378
90	-170	-385
90	-170	-385
99	-164	-386
99	-164	-386
99	-164	-386
04	-150	-384
04	-150	-384
14	-138	-386
14	-138	-386
14	-138	-386
15	-136	-388
15	-136	-388
17	-136	-382
17	-136	-382
17	-136	-382
19	-130	-385
19	-130	-385
28	-120	-387
28	-120	-387
28	-120	-387
34	-109	-388
34	-109	-388
39	-100	-387
39	-100	-387
39	-100	-387
48	-88	-389
48	-88	-389
55	-72	-389
55	-72	-389
55	-72	-389
60	-53	-392
60	-53	-392
70	-26	-390
70	-26	-390
70	-26	-390
69	-24	-390
69	-24	-390
72	-22	-392
72	-22	-392
72	-22	-392
70	-18	-393
70	-18	-393
73	-10	-389
73	-10	-389
73	-10	-389
79	3	-384
79	3	-384
80	25	-388
80	25	-388
85	40	-395
85	40	-395
85	40	-395
79	46	-393
79	46	-393
82	56	-393
82	56	-393
82	56	-393
79	67	-393
79	67	-393
80	84	-394
80	84	-394
80	84	-394
82	95	-396
82	95	-396
79	109	-394
79	109	-394
79	109	-394
78	123	-395
78	123	-395
75	132	-396
75	132	-396
75	132	-396
74	142	-395
74	142	-395
71	147	-394
71	147	-394
71	147	-394
67	164	-394
67	164	-394
64	174	-396
64	174	-396
64	174	-396
64	180	-394
64	180	-394
61	183	-394
61	183	-394
61	183	-394
57	188	-396
57	188	-396
59	186	-394
59	186	-394
59	186	-394
60	179	-397
60	179	-397
56	195	-396
56	195	-396
56	195	-396
48	210	-398
48	210	-398
38	236	-393
38	236	-393
34	236	-397
34	236	-397
34	236	-397
29	247	-401
29	247	-401
